IP	Port	Protocol
103.178.143.85	47826	unknown
103.178.143.85	47838	unknown
103.183.205.72	34525	unknown
103.184.40.77	60345	unknown
103.184.40.77	60351	unknown
103.184.40.77	60353	unknown
103.184.87.213	60956	unknown
103.184.87.213	60957	unknown
103.189.103.16	37762	unknown
103.190.28.75	59687	unknown
103.190.28.75	59706	unknown
103.190.28.75	59741	unknown
103.190.28.75	59764	unknown
103.190.28.75	59779	unknown
103.190.52.51	39476	unknown
103.194.158.165	64366	unknown
103.194.158.165	64368	unknown
103.197.83.2	34182	unknown
103.197.83.2	34188	unknown
103.199.129.150	37526	unknown
103.199.129.150	37564	unknown
103.199.189.167	16077	unknown
103.199.189.167	35175	unknown
103.201.136.57	23215	unknown
103.201.136.57	35919	unknown
103.201.136.57	35921	unknown
103.201.136.57	35922	unknown
103.201.136.57	35923	unknown
103.208.230.5	8008	unknown
103.208.230.5	8308	unknown
103.208.230.5	8320	unknown
103.208.230.5	8340	unknown
103.208.230.5	8348	unknown
103.208.56.43	443	https
103.208.57.43	443	https
103.210.101.141	46989	unknown
103.210.104.107	25	smtp
103.210.30.134	51433	unknown
103.211.134.150	59780	unknown
103.211.17.42	46136	unknown
103.211.18.164	59921	unknown
103.211.18.164	59923	unknown
103.211.18.164	59925	unknown
103.211.18.164	59930	unknown
103.211.18.164	59932	unknown
103.211.18.164	59934	unknown
103.211.18.164	59936	unknown
103.211.18.164	59938	unknown
103.211.18.164	59940	unknown
103.211.18.164	59942	unknown
103.211.18.164	59944	unknown
103.211.18.164	59946	unknown
103.211.18.164	59948	unknown
103.211.18.164	59954	unknown
103.211.18.164	59956	unknown
103.211.18.164	59960	unknown
103.211.18.164	59962	unknown
103.211.18.164	59964	unknown
103.211.18.164	59966	unknown
103.211.18.164	59968	unknown
103.211.18.164	59970	unknown
103.211.18.164	59972	unknown
103.211.18.164	59974	unknown
103.211.18.164	59980	unknown
103.211.18.164	59982	unknown
103.211.18.164	59985	unknown
103.211.18.164	59989	unknown
103.211.18.164	59997	unknown
103.211.18.164	60001	unknown
103.211.18.164	60003	unknown
103.211.18.164	60006	unknown
103.211.18.164	60009	unknown
103.211.18.164	60011	unknown
103.211.18.164	60018	unknown
103.211.18.164	60020	unknown
103.211.18.164	60024	unknown
103.211.18.164	60026	unknown
103.211.18.164	60028	unknown
103.211.18.164	60030	unknown
103.211.18.164	60032	unknown
103.211.18.164	60035	unknown
103.211.18.164	60039	unknown
103.211.18.164	60041	unknown
103.211.18.164	60048	unknown
103.211.18.164	60050	unknown
103.211.18.164	60052	unknown
103.211.18.164	60055	unknown
103.211.18.164	60057	unknown
103.211.18.164	60059	unknown
103.211.18.164	60062	unknown
103.211.18.164	60065	unknown
103.211.18.164	60067	unknown
103.211.18.164	60070	unknown
103.211.18.164	60077	unknown
103.211.18.164	60080	unknown
103.211.18.164	60082	unknown
103.211.18.164	60086	unknown
103.211.18.164	60089	unknown
103.211.18.164	60092	unknown
103.211.18.164	60094	unknown
103.211.18.164	60098	unknown
103.211.18.164	60102	unknown
103.211.18.164	60106	unknown
103.211.18.164	60115	unknown
103.211.18.164	60117	unknown
103.211.18.164	60121	unknown
103.211.18.164	60124	unknown
103.211.18.164	60128	unknown
103.211.18.164	60130	unknown
103.211.18.164	60133	unknown
103.211.18.164	60137	unknown
103.211.18.164	60140	unknown
103.211.18.164	60142	unknown
103.211.18.164	60150	unknown
103.211.18.164	60156	unknown
103.211.18.164	60160	unknown
103.211.18.164	60163	unknown
103.211.18.164	60165	unknown
103.211.18.164	60169	unknown
103.211.18.164	60173	unknown
103.211.18.164	60175	unknown
103.211.18.164	60179	unknown
103.211.18.164	60183	unknown
103.211.18.164	60190	unknown
103.211.18.164	60193	unknown
103.211.18.164	60196	unknown
103.211.18.164	60199	unknown
103.211.18.164	60203	unknown
103.211.18.164	60206	unknown
103.211.18.164	60209	unknown
103.211.18.164	60211	unknown
103.211.18.164	60214	unknown
103.211.18.164	60218	unknown
103.211.18.164	60228	unknown
103.211.18.164	60231	unknown
103.211.18.164	60234	unknown
103.211.18.164	60236	unknown
103.211.18.164	60239	unknown
103.211.18.164	60241	unknown
103.211.18.164	60244	unknown
103.211.18.164	60247	unknown
103.211.18.164	60249	unknown
103.211.18.164	60251	unknown
103.211.18.164	60260	unknown
103.211.18.164	60265	unknown
103.211.18.164	60268	unknown
103.211.18.164	60272	unknown
103.211.18.164	60276	unknown
103.211.18.164	60280	unknown
103.211.18.164	60282	unknown
103.211.18.164	60286	unknown
103.211.18.164	60289	unknown
103.211.18.164	60293	unknown
103.211.18.164	60297	unknown
103.211.18.164	60306	unknown
103.211.18.164	60311	unknown
103.211.18.164	60314	unknown
103.211.18.164	60318	unknown
103.211.18.164	60321	unknown
103.211.18.164	60325	unknown
103.211.18.164	60329	unknown
103.211.18.164	60333	unknown
103.211.18.164	60335	unknown
103.211.18.164	60338	unknown
103.211.18.164	60350	unknown
103.211.18.164	60354	unknown
103.211.18.164	60356	unknown
103.211.18.164	60358	unknown
103.211.18.164	60361	unknown
103.211.18.164	60364	unknown
103.211.18.164	60366	unknown
103.211.18.164	60370	unknown
103.211.18.164	60374	unknown
103.211.18.164	60378	unknown
103.211.18.164	60387	unknown
103.211.18.164	60389	unknown
103.211.18.164	60391	unknown
103.211.18.164	60394	unknown
103.211.18.164	60396	unknown
103.211.18.164	60398	unknown
103.211.18.164	60401	unknown
103.211.18.164	60404	unknown
103.211.18.164	60407	unknown
103.211.18.164	60410	unknown
103.211.18.164	60416	unknown
103.211.18.164	60418	unknown
103.211.18.164	60422	unknown
103.211.18.164	60424	unknown
103.211.18.164	60426	unknown
103.211.18.164	60431	unknown
103.211.18.164	60435	unknown
103.211.18.164	60438	unknown
103.211.18.164	60441	unknown
103.211.18.164	60443	unknown
103.211.18.164	60452	unknown
103.211.18.164	60455	unknown
103.211.18.164	60469	unknown
103.211.18.164	60477	unknown
103.211.18.164	60480	unknown
103.211.18.164	60486	unknown
103.211.18.164	60490	unknown
103.211.18.164	60498	unknown
103.211.18.164	60505	unknown
103.211.18.164	60514	unknown
103.211.18.164	60518	unknown
103.211.18.164	60521	unknown
103.211.18.164	60523	unknown
103.211.18.164	60533	unknown
103.211.18.164	60536	unknown
103.211.18.164	60539	unknown
103.21.126.81	17237	unknown
103.21.126.81	26095	unknown
103.21.126.81	28411	unknown
103.21.126.81	51315	unknown
103.21.126.81	53013	unknown
103.21.126.81	53115	unknown
103.212.159.79	61221	unknown
103.212.159.79	61225	unknown
103.215.227.250	52478	unknown
103.215.227.250	52479	unknown
103.21.58.93	25	smtp
103.216.70.187	57963	unknown
103.217.123.98	61143	unknown
103.217.123.98	61147	unknown
103.217.123.98	61148	unknown
103.217.123.98	61368	unknown
103.217.123.98	61402	unknown
103.220.215.197	54436	unknown
103.220.215.197	54437	unknown
103.220.215.202	39711	unknown
103.220.215.202	39712	unknown
103.220.215.202	39725	unknown
103.220.80.114	9745	unknown
103.224.4.139	44178	unknown
103.224.5.159	55276	unknown
103.225.176.166	59405	unknown
103.226.168.180	47012	unknown
103.226.168.180	47016	unknown
103.226.237.171	54252	unknown
103.228.147.119	31020	unknown
103.228.40.98	63261	unknown
103.229.19.26	41173	unknown
103.235.0.207	39708	unknown
103.238.106.158	64584	unknown
103.238.230.130	62952	unknown
103.240.163.69	33681	unknown
103.240.163.69	33850	unknown
103.240.163.69	33875	unknown
103.240.163.69	34108	unknown
103.240.163.69	34143	unknown
103.240.163.69	34162	unknown
103.240.163.69	34261	unknown
103.240.163.69	34370	unknown
103.240.204.59	32470	unknown
103.240.209.45	42048	unknown
103.240.209.45	42276	unknown
103.240.76.103	55764	unknown
103.240.76.103	56335	unknown
103.240.8.93	51109	unknown
103.240.8.93	51146	unknown
103.241.226.177	22766	unknown
103.241.226.177	22785	unknown
103.241.226.177	23114	unknown
103.241.226.177	23147	unknown
103.241.226.177	23241	unknown
103.242.191.104	59592	unknown
103.250.162.155	9145	unknown
103.251.227.162	6839	unknown
103.251.227.162	7047	unknown
103.251.56.159	28565	unknown
103.251.56.159	28735	unknown
103.252.142.166	443	https
103.252.142.166	80	http
103.252.142.167	443	https
103.252.142.167	80	http
103.252.142.170	32884	unknown
103.252.142.170	32886	unknown
103.252.142.170	32890	unknown
103.252.142.170	32892	unknown
103.252.142.170	32894	unknown
103.252.142.170	32896	unknown
103.252.142.170	32898	unknown
103.252.142.170	32900	unknown
103.252.142.170	32902	unknown
103.252.142.170	32904	unknown
103.252.142.170	32906	unknown
103.252.142.170	33556	unknown
103.252.142.170	35370	unknown
103.252.142.170	35376	unknown
103.252.142.170	35378	unknown
103.252.142.170	35380	unknown
103.252.142.170	35384	unknown
103.252.142.170	35388	unknown
103.252.142.170	35390	unknown
103.252.142.170	35394	unknown
103.252.142.170	35396	unknown
103.252.142.170	35398	unknown
103.252.142.170	35402	unknown
103.252.142.170	35404	unknown
103.252.142.170	35406	unknown
103.252.142.170	35408	unknown
103.252.142.170	35410	unknown
103.252.142.170	35446	unknown
103.252.142.170	35460	unknown
103.252.142.170	35510	unknown
103.252.142.170	35516	unknown
103.252.142.170	35522	unknown
103.252.142.170	35524	unknown
103.252.142.170	35528	unknown
103.252.142.170	35530	unknown
103.252.142.170	35532	unknown
103.252.142.170	35534	unknown
103.252.142.170	35536	unknown
103.252.142.170	35542	unknown
103.252.142.170	35568	unknown
103.252.142.170	35570	unknown
103.252.142.170	35580	unknown
103.252.142.170	35582	unknown
103.252.142.170	35584	unknown
103.252.142.170	35586	unknown
103.252.142.170	35592	unknown
103.252.142.170	35594	unknown
103.252.142.170	35596	unknown
103.252.142.170	35598	unknown
103.252.142.170	35600	unknown
103.252.142.170	37780	unknown
103.252.142.170	37906	unknown
103.252.142.170	37976	unknown
103.252.142.170	42192	unknown
103.252.142.170	42224	unknown
103.252.142.170	42364	unknown
103.252.142.170	43322	unknown
103.252.142.170	43326	unknown
103.252.142.170	43330	unknown
103.252.142.170	43332	unknown
103.252.142.170	43334	unknown
103.252.142.170	43338	unknown
103.252.142.170	43340	unknown
103.252.142.170	43348	unknown
103.252.142.170	43352	unknown
103.252.142.170	43378	unknown
103.252.142.170	43380	unknown
103.252.142.170	43382	unknown
103.252.142.170	43384	unknown
103.252.142.170	43386	unknown
103.252.142.170	43388	unknown
103.252.142.170	43390	unknown
103.252.142.170	43394	unknown
103.252.142.170	43396	unknown
103.252.142.170	43398	unknown
103.252.142.170	43400	unknown
103.252.142.170	43402	unknown
103.252.142.170	43404	unknown
103.252.142.170	43406	unknown
103.252.142.170	43408	unknown
103.252.142.170	43410	unknown
103.252.142.170	43414	unknown
103.252.142.170	43416	unknown
103.252.142.170	43418	unknown
103.252.142.170	43420	unknown
103.252.142.170	43422	unknown
103.252.142.170	43428	unknown
103.252.142.170	43430	unknown
103.252.142.170	43432	unknown
103.252.142.170	43434	unknown
103.252.142.170	43436	unknown
103.252.142.170	43438	unknown
103.252.142.170	43440	unknown
103.252.142.170	43442	unknown
103.252.142.170	43444	unknown
103.252.142.170	43446	unknown
103.252.142.170	43448	unknown
103.252.142.170	43450	unknown
103.252.142.170	43452	unknown
103.252.142.170	43454	unknown
103.252.142.170	43456	unknown
103.252.142.170	43458	unknown
103.252.142.170	43460	unknown
103.252.142.170	43462	unknown
103.252.142.170	43464	unknown
103.252.142.170	43466	unknown
103.252.142.170	43468	unknown
103.252.142.170	43470	unknown
103.252.142.170	43472	unknown
103.252.142.170	43474	unknown
103.252.142.170	43478	unknown
103.252.142.170	43480	unknown
103.252.142.170	43486	unknown
103.252.142.170	43492	unknown
103.252.142.170	43528	unknown
103.252.142.170	43530	unknown
103.252.142.170	43532	unknown
103.252.142.170	43538	unknown
103.252.142.170	43540	unknown
103.252.142.170	43542	unknown
103.252.142.170	43544	unknown
103.252.142.170	43556	unknown
103.252.142.170	43754	unknown
103.252.142.170	44142	unknown
103.252.142.170	44538	unknown
103.252.142.170	49632	unknown
103.252.142.170	51313	unknown
103.252.142.170	56811	unknown
103.252.142.170	60978	unknown
103.252.142.18	443	https
103.252.142.18	80	http
103.252.142.193	161	snmp
103.252.142.193	22	ssh
103.252.142.193	514	syslog
103.252.142.194	161	snmp
103.252.142.19	443	https
103.252.142.194	514	syslog
103.252.142.196	161	snmp
103.252.142.196	514	syslog
103.252.142.197	161	snmp
103.252.142.197	514	syslog
103.252.142.19	80	http
103.252.142.200	32862	unknown
103.252.142.200	32863	unknown
103.252.142.200	32870	unknown
103.252.142.200	33220	unknown
103.252.142.200	33235	unknown
103.252.142.200	33243	unknown
103.252.142.200	33354	unknown
103.252.142.200	33356	unknown
103.252.142.200	33605	unknown
103.252.142.200	33676	unknown
103.252.142.200	33850	unknown
103.252.142.200	33936	unknown
103.252.142.200	34385	unknown
103.252.142.200	34496	unknown
103.252.142.200	34579	unknown
103.252.142.200	34580	unknown
103.252.142.200	34698	unknown
103.252.142.200	34702	unknown
103.252.142.200	34704	unknown
103.252.142.200	34706	unknown
103.252.142.200	34909	unknown
103.252.142.200	35128	unknown
103.252.142.200	35137	unknown
103.252.142.200	35321	unknown
103.252.142.200	35401	unknown
103.252.142.200	35453	unknown
103.252.142.200	35461	unknown
103.252.142.200	35693	unknown
103.252.142.200	35913	unknown
103.252.142.200	35950	unknown
103.252.142.200	36200	unknown
103.252.142.200	36382	unknown
103.252.142.200	36810	unknown
103.252.142.200	36839	unknown
103.252.142.200	36948	unknown
103.252.142.200	36988	unknown
103.252.142.200	37023	unknown
103.252.142.200	37409	unknown
103.252.142.200	37448	unknown
103.252.142.200	37481	unknown
103.252.142.200	37507	unknown
103.252.142.200	37697	unknown
103.252.142.200	37718	unknown
103.252.142.200	37730	unknown
103.252.142.200	37734	unknown
103.252.142.200	37736	unknown
103.252.142.200	37739	unknown
103.252.142.200	37740	unknown
103.252.142.200	37785	unknown
103.252.142.200	37793	unknown
103.252.142.200	37794	unknown
103.252.142.200	37798	unknown
103.252.142.200	37803	unknown
103.252.142.200	37804	unknown
103.252.142.200	37806	unknown
103.252.142.200	37820	unknown
103.252.142.200	37860	unknown
103.252.142.200	37971	unknown
103.252.142.200	37975	unknown
103.252.142.200	37992	unknown
103.252.142.200	38004	unknown
103.252.142.200	38010	unknown
103.252.142.200	38013	unknown
103.252.142.200	38026	unknown
103.252.142.200	38035	unknown
103.252.142.200	38088	unknown
103.252.142.200	38176	unknown
103.252.142.200	38180	unknown
103.252.142.200	38194	unknown
103.252.142.200	38262	unknown
103.252.142.200	38267	unknown
103.252.142.200	38268	unknown
103.252.142.200	38270	unknown
103.252.142.200	38272	unknown
103.252.142.200	38276	unknown
103.252.142.200	38294	unknown
103.252.142.200	38342	unknown
103.252.142.200	38534	unknown
103.252.142.200	38596	unknown
103.252.142.200	38614	unknown
103.252.142.200	38629	unknown
103.252.142.200	38864	unknown
103.252.142.200	39011	unknown
103.252.142.200	39399	unknown
103.252.142.200	39472	unknown
103.252.142.200	39638	unknown
103.252.142.200	500	isakmp
103.252.142.201	10000	unknown
103.252.142.201	10001	unknown
103.252.142.201	10002	unknown
103.252.142.201	10003	unknown
103.252.142.201	10004	unknown
103.252.142.201	10005	unknown
103.252.142.201	10006	unknown
103.252.142.201	10007	unknown
103.252.142.201	10008	unknown
103.252.142.201	10009	unknown
103.252.142.201	10010	unknown
103.252.142.201	10011	unknown
103.252.142.201	10012	unknown
103.252.142.201	10013	unknown
103.252.142.201	10014	unknown
103.252.142.201	10015	unknown
103.252.142.201	10016	unknown
103.252.142.201	10017	unknown
103.252.142.201	10018	unknown
103.252.142.201	10019	unknown
103.252.142.201	10020	unknown
103.252.142.201	10021	unknown
103.252.142.201	10022	unknown
103.252.142.201	10023	unknown
103.252.142.201	10024	unknown
103.252.142.201	10025	unknown
103.252.142.201	10026	unknown
103.252.142.201	10027	unknown
103.252.142.201	10028	unknown
103.252.142.201	10029	unknown
103.252.142.201	10030	unknown
103.252.142.201	10031	unknown
103.252.142.201	10032	unknown
103.252.142.201	10033	unknown
103.252.142.201	10034	unknown
103.252.142.201	10035	unknown
103.252.142.201	10036	unknown
103.252.142.201	10037	unknown
103.252.142.201	10038	unknown
103.252.142.201	10039	unknown
103.252.142.201	10040	unknown
103.252.142.201	10041	unknown
103.252.142.201	10042	unknown
103.252.142.201	10043	unknown
103.252.142.201	10044	unknown
103.252.142.201	10045	unknown
103.252.142.201	10046	unknown
103.252.142.201	10047	unknown
103.252.142.201	10048	unknown
103.252.142.201	10049	unknown
103.252.142.201	10050	unknown
103.252.142.201	10051	unknown
103.252.142.201	10052	unknown
103.252.142.201	10053	unknown
103.252.142.201	10054	unknown
103.252.142.201	10055	unknown
103.252.142.201	10056	unknown
103.252.142.201	10057	unknown
103.252.142.201	10058	unknown
103.252.142.201	10059	unknown
103.252.142.201	10060	unknown
103.252.142.201	10061	unknown
103.252.142.201	10062	unknown
103.252.142.201	10063	unknown
103.252.142.201	10064	unknown
103.252.142.201	10065	unknown
103.252.142.201	10066	unknown
103.252.142.201	10067	unknown
103.252.142.201	10068	unknown
103.252.142.201	10069	unknown
103.252.142.201	10070	unknown
103.252.142.201	10071	unknown
103.252.142.201	10072	unknown
103.252.142.201	10073	unknown
103.252.142.201	10074	unknown
103.252.142.201	10075	unknown
103.252.142.201	10076	unknown
103.252.142.201	10077	unknown
103.252.142.201	10078	unknown
103.252.142.201	10079	unknown
103.252.142.201	10080	unknown
103.252.142.201	10081	unknown
103.252.142.201	10082	unknown
103.252.142.201	10083	unknown
103.252.142.201	10084	unknown
103.252.142.201	10085	unknown
103.252.142.201	10086	unknown
103.252.142.201	10087	unknown
103.252.142.201	10088	unknown
103.252.142.201	10089	unknown
103.252.142.201	10090	unknown
103.252.142.201	10091	unknown
103.252.142.201	10092	unknown
103.252.142.201	10093	unknown
103.252.142.201	10094	unknown
103.252.142.201	10095	unknown
103.252.142.201	10096	unknown
103.252.142.201	10097	unknown
103.252.142.201	10098	unknown
103.252.142.201	10099	unknown
103.252.142.201	10100	unknown
103.252.142.201	10101	unknown
103.252.142.201	10102	unknown
103.252.142.201	10103	unknown
103.252.142.201	10104	unknown
103.252.142.201	10105	unknown
103.252.142.201	10106	unknown
103.252.142.201	10107	unknown
103.252.142.201	10108	unknown
103.252.142.201	10109	unknown
103.252.142.201	10110	unknown
103.252.142.201	10111	unknown
103.252.142.201	10112	unknown
103.252.142.201	10113	unknown
103.252.142.201	10114	unknown
103.252.142.201	10115	unknown
103.252.142.201	10116	unknown
103.252.142.201	10117	unknown
103.252.142.201	10118	unknown
103.252.142.201	10119	unknown
103.252.142.201	10120	unknown
103.252.142.201	10121	unknown
103.252.142.201	10122	unknown
103.252.142.201	10123	unknown
103.252.142.201	10124	unknown
103.252.142.201	10125	unknown
103.252.142.201	10126	unknown
103.252.142.201	10127	unknown
103.252.142.201	10128	unknown
103.252.142.201	10129	unknown
103.252.142.201	10130	unknown
103.252.142.201	10131	unknown
103.252.142.201	10132	unknown
103.252.142.201	10133	unknown
103.252.142.201	10134	unknown
103.252.142.201	10135	unknown
103.252.142.201	10136	unknown
103.252.142.201	10137	unknown
103.252.142.201	10138	unknown
103.252.142.201	10139	unknown
103.252.142.201	10140	unknown
103.252.142.201	10141	unknown
103.252.142.201	10142	unknown
103.252.142.201	10143	unknown
103.252.142.201	10144	unknown
103.252.142.201	10145	unknown
103.252.142.201	10146	unknown
103.252.142.201	10147	unknown
103.252.142.201	10148	unknown
103.252.142.201	10149	unknown
103.252.142.201	10150	unknown
103.252.142.201	10151	unknown
103.252.142.201	10152	unknown
103.252.142.201	10153	unknown
103.252.142.201	10154	unknown
103.252.142.201	10155	unknown
103.252.142.201	10156	unknown
103.252.142.201	10157	unknown
103.252.142.201	10158	unknown
103.252.142.201	10159	unknown
103.252.142.201	10160	unknown
103.252.142.201	10161	unknown
103.252.142.201	10162	unknown
103.252.142.201	10163	unknown
103.252.142.201	10164	unknown
103.252.142.201	10165	unknown
103.252.142.201	10166	unknown
103.252.142.201	10167	unknown
103.252.142.201	10168	unknown
103.252.142.201	10169	unknown
103.252.142.201	10170	unknown
103.252.142.201	10171	unknown
103.252.142.201	10172	unknown
103.252.142.201	10173	unknown
103.252.142.201	10174	unknown
103.252.142.201	10175	unknown
103.252.142.201	10176	unknown
103.252.142.201	10177	unknown
103.252.142.201	10178	unknown
103.252.142.201	10179	unknown
103.252.142.201	10180	unknown
103.252.142.201	10181	unknown
103.252.142.201	10182	unknown
103.252.142.201	10183	unknown
103.252.142.201	10184	unknown
103.252.142.201	10185	unknown
103.252.142.201	10186	unknown
103.252.142.201	10187	unknown
103.252.142.201	10188	unknown
103.252.142.201	10189	unknown
103.252.142.201	10190	unknown
103.252.142.201	10191	unknown
103.252.142.201	10192	unknown
103.252.142.201	10193	unknown
103.252.142.201	10194	unknown
103.252.142.201	10195	unknown
103.252.142.201	10196	unknown
103.252.142.201	10197	unknown
103.252.142.201	10198	unknown
103.252.142.201	10199	unknown
103.252.142.201	10200	unknown
103.252.142.201	10201	unknown
103.252.142.201	10202	unknown
103.252.142.201	10203	unknown
103.252.142.201	10204	unknown
103.252.142.201	10205	unknown
103.252.142.201	10206	unknown
103.252.142.201	10207	unknown
103.252.142.201	10208	unknown
103.252.142.201	10209	unknown
103.252.142.201	10210	unknown
103.252.142.201	10211	unknown
103.252.142.201	10212	unknown
103.252.142.201	10213	unknown
103.252.142.201	10214	unknown
103.252.142.201	10215	unknown
103.252.142.201	10216	unknown
103.252.142.201	10217	unknown
103.252.142.201	10218	unknown
103.252.142.201	10219	unknown
103.252.142.201	10220	unknown
103.252.142.201	10221	unknown
103.252.142.201	10222	unknown
103.252.142.201	10223	unknown
103.252.142.201	10224	unknown
103.252.142.201	10225	unknown
103.252.142.201	10226	unknown
103.252.142.201	10227	unknown
103.252.142.201	10228	unknown
103.252.142.201	10229	unknown
103.252.142.201	10230	unknown
103.252.142.201	10231	unknown
103.252.142.201	10232	unknown
103.252.142.201	10233	unknown
103.252.142.201	10234	unknown
103.252.142.201	10235	unknown
103.252.142.201	10236	unknown
103.252.142.201	10237	unknown
103.252.142.201	10238	unknown
103.252.142.201	10239	unknown
103.252.142.201	10240	unknown
103.252.142.201	10241	unknown
103.252.142.201	10242	unknown
103.252.142.201	10243	unknown
103.252.142.201	10244	unknown
103.252.142.201	10245	unknown
103.252.142.201	10246	unknown
103.252.142.201	10247	unknown
103.252.142.201	10248	unknown
103.252.142.201	10249	unknown
103.252.142.201	10250	unknown
103.252.142.201	10251	unknown
103.252.142.201	10252	unknown
103.252.142.201	10253	unknown
103.252.142.201	10254	unknown
103.252.142.201	10255	unknown
103.252.142.201	10256	unknown
103.252.142.201	10257	unknown
103.252.142.201	10258	unknown
103.252.142.201	10259	unknown
103.252.142.201	10260	unknown
103.252.142.201	10261	unknown
103.252.142.201	10262	unknown
103.252.142.201	10263	unknown
103.252.142.201	10264	unknown
103.252.142.201	10265	unknown
103.252.142.201	10266	unknown
103.252.142.201	10267	unknown
103.252.142.201	10268	unknown
103.252.142.201	10269	unknown
103.252.142.201	10270	unknown
103.252.142.201	10271	unknown
103.252.142.201	10272	unknown
103.252.142.201	10273	unknown
103.252.142.201	10274	unknown
103.252.142.201	10275	unknown
103.252.142.201	10276	unknown
103.252.142.201	10277	unknown
103.252.142.201	10278	unknown
103.252.142.201	10279	unknown
103.252.142.201	10280	unknown
103.252.142.201	10281	unknown
103.252.142.201	10282	unknown
103.252.142.201	10283	unknown
103.252.142.201	10284	unknown
103.252.142.201	10285	unknown
103.252.142.201	10286	unknown
103.252.142.201	10287	unknown
103.252.142.201	10288	unknown
103.252.142.201	10289	unknown
