IP	Port	Protocol
104.90.5.109	63031	unknown
104.90.5.109	63044	unknown
104.90.5.109	63057	unknown
104.90.5.110	43169	unknown
104.90.5.110	48478	unknown
104.90.5.110	53914	unknown
104.90.5.110	53925	unknown
104.90.5.110	64393	unknown
104.90.5.111	38750	unknown
104.90.5.111	38764	unknown
104.90.5.111	38804	unknown
104.90.5.111	38885	unknown
104.90.5.111	41867	unknown
104.90.5.111	46136	unknown
104.90.5.111	46151	unknown
104.90.5.111	46152	unknown
104.90.5.111	46157	unknown
104.90.5.111	46164	unknown
104.90.5.111	46177	unknown
104.90.5.111	46182	unknown
104.90.5.111	46195	unknown
104.90.5.111	46200	unknown
104.90.5.111	46209	unknown
104.90.5.111	46218	unknown
104.90.5.111	46231	unknown
104.90.5.111	46244	unknown
104.90.5.111	48329	unknown
104.90.5.111	49568	unknown
104.90.5.111	50319	unknown
104.90.5.111	50366	unknown
104.90.5.111	50367	unknown
104.90.5.111	50376	unknown
104.90.5.111	50389	unknown
104.90.5.111	50394	unknown
104.90.5.111	50409	unknown
104.90.5.111	53476	unknown
104.90.5.111	61230	unknown
104.90.5.111	61340	unknown
104.90.5.111	61373	unknown
104.90.5.111	62958	unknown
104.90.5.116	47229	unknown
104.90.5.117	36900	unknown
104.90.5.117	42413	unknown
104.90.5.117	43607	unknown
104.90.5.117	52059	unknown
104.90.5.117	56290	unknown
104.90.5.117	57548	unknown
104.90.5.117	59153	unknown
104.90.5.117	61243	unknown
104.90.5.117	62523	unknown
104.90.5.12	40350	unknown
104.90.5.12	48572	unknown
104.90.5.12	48575	unknown
104.90.5.12	60662	unknown
104.90.5.12	60676	unknown
104.90.5.12	62079	unknown
104.90.5.13	34770	unknown
104.90.5.13	37262	unknown
104.90.5.13	37269	unknown
104.90.5.13	37278	unknown
104.90.5.13	37285	unknown
104.90.5.13	45698	unknown
104.90.5.13	45703	unknown
104.90.5.13	45712	unknown
104.90.5.13	45717	unknown
104.90.5.13	50776	unknown
104.90.5.13	52515	unknown
104.90.5.13	57880	unknown
104.90.5.13	64532	unknown
104.90.5.14	40721	unknown
104.90.5.14	40724	unknown
104.90.5.14	48348	unknown
104.90.5.14	50129	unknown
104.90.5.14	55765	unknown
104.90.5.14	60920	unknown
104.90.5.14	60923	unknown
104.90.5.15	51740	unknown
104.90.5.20	51466	unknown
104.90.5.20	54513	unknown
104.90.5.20	58066	unknown
104.90.5.21	43623	unknown
104.90.5.21	45852	unknown
104.90.5.21	45861	unknown
104.90.5.21	45971	unknown
104.90.5.21	51755	unknown
104.90.5.21	51764	unknown
104.90.5.21	51771	unknown
104.90.5.21	54557	unknown
104.90.5.21	54993	unknown
104.90.5.21	60005	unknown
104.90.5.21	60573	unknown
104.90.5.21	60583	unknown
104.90.5.21	60594	unknown
104.90.5.21	60605	unknown
104.90.5.21	60620	unknown
104.90.5.21	60635	unknown
104.90.5.21	62712	unknown
104.90.5.21	62889	unknown
104.90.5.22	34357	unknown
104.90.5.22	35295	unknown
104.90.5.22	35326	unknown
104.90.5.22	41190	unknown
104.90.5.22	41873	unknown
104.90.5.22	42438	unknown
104.90.5.22	48973	unknown
104.90.5.22	48974	unknown
104.90.5.22	53647	unknown
104.90.5.22	53661	unknown
104.90.5.22	54062	unknown
104.90.5.22	54075	unknown
104.90.5.22	56451	unknown
104.90.5.22	59954	unknown
104.90.5.22	60962	unknown
104.90.5.22	61479	unknown
104.90.5.22	61488	unknown
104.90.5.22	62677	unknown
104.90.5.22	62682	unknown
104.90.5.22	62683	unknown
104.90.5.22	62690	unknown
104.90.5.23	40565	unknown
104.90.5.23	47163	unknown
104.90.5.23	55041	unknown
104.90.5.23	59740	unknown
104.90.5.23	59746	unknown
104.90.5.23	59757	unknown
104.90.5.23	59766	unknown
104.90.5.23	62784	unknown
104.90.5.23	63262	unknown
104.90.5.23	64000	unknown
104.90.5.28	37022	unknown
104.90.5.28	38242	unknown
104.90.5.28	40727	unknown
104.90.5.28	58445	unknown
104.90.5.29	36277	unknown
104.90.5.29	45772	unknown
104.90.5.29	51027	unknown
104.90.5.29	59327	unknown
104.90.5.29	62167	unknown
104.90.5.30	33841	unknown
104.90.5.30	39372	unknown
104.90.5.30	39477	unknown
104.90.5.30	44411	unknown
104.90.5.30	46841	unknown
104.90.5.30	48337	unknown
104.90.5.30	52283	unknown
104.90.5.30	53957	unknown
104.90.5.30	54071	unknown
104.90.5.30	55587	unknown
104.90.5.30	55853	unknown
104.90.5.30	55873	unknown
104.90.5.30	55926	unknown
104.90.5.30	64362	unknown
104.90.5.30	64482	unknown
104.90.5.36	48505	unknown
104.90.5.36	50966	unknown
104.90.5.36	59214	unknown
104.90.5.36	63545	unknown
104.90.5.37	54945	unknown
104.90.5.37	62679	unknown
104.90.5.38	43710	unknown
104.90.5.38	43889	unknown
104.90.5.38	43900	unknown
104.90.5.38	52992	unknown
104.90.5.38	56093	unknown
104.90.5.38	56098	unknown
104.90.5.4	36248	unknown
104.90.5.4	36263	unknown
104.90.5.4	41733	unknown
104.90.5.4	41984	unknown
104.90.5.44	36947	unknown
104.90.5.44	45984	unknown
104.90.5.44	52068	unknown
104.90.5.4	53593	unknown
104.90.5.4	54745	unknown
104.90.5.45	47661	unknown
104.90.5.45	52577	unknown
104.90.5.45	52715	unknown
104.90.5.45	53338	unknown
104.90.5.45	54604	unknown
104.90.5.45	63265	unknown
104.90.5.46	62018	unknown
104.90.5.46	62821	unknown
104.90.5.47	32980	unknown
104.90.5.47	33801	unknown
104.90.5.47	38177	unknown
104.90.5.47	38190	unknown
104.90.5.47	38220	unknown
104.90.5.47	38221	unknown
104.90.5.47	41356	unknown
104.90.5.47	64338	unknown
104.90.5.47	64716	unknown
104.90.5.52	45392	unknown
104.90.5.52	49158	unknown
104.90.5.5	33738	unknown
104.90.5.5	34058	unknown
104.90.5.5	34132	unknown
104.90.5.5	34137	unknown
104.90.5.5	34142	unknown
104.90.5.5	34149	unknown
104.90.5.53	43924	unknown
104.90.5.53	45650	unknown
104.90.5.53	48994	unknown
104.90.5.53	50930	unknown
104.90.5.53	51601	unknown
104.90.5.53	64397	unknown
104.90.5.5	39211	unknown
104.90.5.5	39220	unknown
104.90.5.5	42017	unknown
104.90.5.5	42018	unknown
104.90.5.55	40281	unknown
104.90.5.55	43326	unknown
104.90.5.55	44541	unknown
104.90.5.55	44684	unknown
104.90.5.55	45706	unknown
104.90.5.55	45735	unknown
104.90.5.55	48142	unknown
104.90.5.55	48145	unknown
104.90.5.55	48146	unknown
104.90.5.55	48149	unknown
104.90.5.55	53362	unknown
104.90.5.55	53369	unknown
104.90.5.55	53382	unknown
104.90.5.55	53389	unknown
104.90.5.55	53714	unknown
104.90.5.55	56394	unknown
104.90.5.55	60479	unknown
104.90.5.55	61798	unknown
104.90.5.55	63651	unknown
104.90.5.55	63660	unknown
104.90.5.55	63666	unknown
104.90.5.5	59618	unknown
104.90.5.5	59647	unknown
104.90.5.5	59685	unknown
104.90.5.60	35250	unknown
104.90.5.60	35263	unknown
104.90.5.60	40817	unknown
104.90.5.60	42004	unknown
104.90.5.60	42007	unknown
104.90.5.60	42014	unknown
104.90.5.60	42015	unknown
104.90.5.60	47763	unknown
104.90.5.60	48797	unknown
104.90.5.60	48808	unknown
104.90.5.60	48813	unknown
104.90.5.60	51240	unknown
104.90.5.60	57084	unknown
104.90.5.60	58460	unknown
104.90.5.60	60760	unknown
104.90.5.60	60835	unknown
104.90.5.60	60843	unknown
104.90.5.61	41517	unknown
104.90.5.61	49278	unknown
104.90.5.62	35659	unknown
104.90.5.62	39584	unknown
104.90.5.62	39585	unknown
104.90.5.62	41606	unknown
104.90.5.62	43479	unknown
104.90.5.62	43484	unknown
104.90.5.62	43491	unknown
104.90.5.62	43496	unknown
104.90.5.62	44776	unknown
104.90.5.62	44797	unknown
104.90.5.62	44800	unknown
104.90.5.62	49162	unknown
104.90.5.62	49173	unknown
104.90.5.62	49176	unknown
104.90.5.62	49177	unknown
104.90.5.62	49564	unknown
104.90.5.62	57585	unknown
104.90.5.62	60212	unknown
104.90.5.62	62497	unknown
104.90.5.62	63048	unknown
104.90.5.62	64856	unknown
104.90.5.62	64869	unknown
104.90.5.6	33199	unknown
104.90.5.6	36139	unknown
104.90.5.6	53617	unknown
104.90.5.6	58539	unknown
104.90.5.68	52436	unknown
104.90.5.69	33352	unknown
104.90.5.69	35811	unknown
104.90.5.69	37118	unknown
104.90.5.69	37367	unknown
104.90.5.69	38518	unknown
104.90.5.69	39643	unknown
104.90.5.69	45418	unknown
104.90.5.69	49146	unknown
104.90.5.69	49316	unknown
104.90.5.69	50653	unknown
104.90.5.69	63203	unknown
104.90.5.70	39014	unknown
104.90.5.70	40610	unknown
104.90.5.70	48598	unknown
104.90.5.70	52037	unknown
104.90.5.70	52038	unknown
104.90.5.70	55412	unknown
104.90.5.70	61032	unknown
104.90.5.70	61072	unknown
104.90.5.70	62319	unknown
104.90.5.70	64574	unknown
104.90.5.70	64585	unknown
104.90.5.70	64590	unknown
104.90.5.71	33697	unknown
104.90.5.71	47094	unknown
104.90.5.7	32946	unknown
104.90.5.7	42683	unknown
104.90.5.7	53317	unknown
104.90.5.7	61133	unknown
104.90.5.7	61641	unknown
104.90.5.76	59059	unknown
104.90.5.77	40553	unknown
104.90.5.77	50903	unknown
104.90.5.77	51043	unknown
104.90.5.77	53528	unknown
104.90.5.79	46935	unknown
104.90.5.79	46984	unknown
104.90.5.79	47041	unknown
104.90.5.79	48418	unknown
104.90.5.79	48433	unknown
104.90.5.79	48438	unknown
104.90.5.79	48451	unknown
104.90.5.79	48460	unknown
104.90.5.79	48463	unknown
104.90.5.79	48466	unknown
104.90.5.79	48471	unknown
104.90.5.79	48480	unknown
104.90.5.79	48495	unknown
104.90.5.79	48510	unknown
104.90.5.79	48517	unknown
104.90.5.79	48532	unknown
104.90.5.79	48535	unknown
104.90.5.79	48540	unknown
104.90.5.79	48547	unknown
104.90.5.79	48556	unknown
104.90.5.79	48571	unknown
104.90.5.79	54868	unknown
104.90.5.79	54873	unknown
104.90.5.79	54882	unknown
104.90.5.79	54895	unknown
104.90.5.79	54908	unknown
104.90.5.79	54917	unknown
104.90.5.79	54924	unknown
104.90.5.79	54935	unknown
104.90.5.79	54940	unknown
104.90.5.79	54941	unknown
104.90.5.79	54942	unknown
104.90.5.79	56105	unknown
104.90.5.79	56260	unknown
104.90.5.79	56286	unknown
104.90.5.79	56345	unknown
104.90.5.85	34406	unknown
104.90.5.85	35067	unknown
104.90.5.85	51766	unknown
104.90.5.85	54746	unknown
104.90.5.85	62008	unknown
104.90.5.85	65416	unknown
104.90.5.86	39746	unknown
104.90.5.86	43155	unknown
104.90.5.86	47144	unknown
104.90.5.86	47513	unknown
104.90.5.86	47568	unknown
104.90.5.86	63320	unknown
104.90.5.87	55348	unknown
104.90.5.94	36027	unknown
104.90.5.94	38077	unknown
104.90.5.94	41822	unknown
104.90.5.94	48671	unknown
104.90.5.94	50853	unknown
104.90.5.94	56004	unknown
104.90.5.94	58896	unknown
104.90.5.94	58975	unknown
104.90.5.94	62176	unknown
106.193.120.16	60528	unknown
106.193.120.16	60616	unknown
106.193.133.124	63001	unknown
106.193.137.166	2059	unknown
106.193.141.211	56342	unknown
106.193.156.133	56870	unknown
106.193.156.133	56871	unknown
106.193.156.133	56872	unknown
106.193.156.133	56873	unknown
106.193.156.133	56874	unknown
106.193.156.133	56875	unknown
106.193.157.99	62284	unknown
106.193.164.126	51920	unknown
106.193.167.135	63418	unknown
106.193.167.29	65064	unknown
106.193.170.105	9232	unknown
106.193.172.94	61932	unknown
106.193.173.198	60701	unknown
106.193.173.198	60717	unknown
106.193.181.139	61159	unknown
106.193.189.144	54331	unknown
106.193.189.144	54332	unknown
106.193.192.104	11319	unknown
106.193.198.50	57608	unknown
106.193.198.50	57724	unknown
106.193.205.162	56871	unknown
106.193.205.162	56873	unknown
106.193.212.254	62069	unknown
106.193.222.87	55627	unknown
106.193.246.251	59790	unknown
106.193.246.251	59793	unknown
106.193.246.251	59794	unknown
106.193.246.251	59795	unknown
106.193.246.251	59796	unknown
106.193.246.251	59797	unknown
106.193.246.251	59798	unknown
106.193.246.251	59804	unknown
106.194.163.40	51201	unknown
106.194.163.40	51202	unknown
106.194.163.40	51211	unknown
106.194.163.40	51214	unknown
106.194.163.40	51215	unknown
106.194.163.40	51216	unknown
106.194.172.81	41978	unknown
106.194.194.24	7650	unknown
106.194.196.208	3414	unknown
106.194.196.208	3415	unknown
106.194.196.87	15506	unknown
106.194.204.250	38642	unknown
106.194.204.250	38644	unknown
106.194.204.250	38646	unknown
106.194.204.250	38654	unknown
106.194.204.250	38656	unknown
106.194.204.250	38674	unknown
106.194.204.52	18146	unknown
106.194.204.67	38171	unknown
106.194.214.32	59592	unknown
106.194.215.197	43450	unknown
106.194.215.83	21240	unknown
106.194.216.60	31512	unknown
106.194.216.60	31550	unknown
106.194.218.27	13380	unknown
106.194.218.27	13383	unknown
106.194.221.141	1172	unknown
106.194.221.141	1292	unknown
106.194.225.93	53589	unknown
106.194.225.93	53672	unknown
106.194.226.9	56435	unknown
106.194.226.9	56509	unknown
106.194.234.60	5800	unknown
106.194.238.149	61396	unknown
106.194.238.149	61408	unknown
106.194.239.205	14268	unknown
106.194.239.205	14382	unknown
106.194.240.196	9390	unknown
106.194.241.127	54343	unknown
106.194.24.131	3540	unknown
106.194.24.131	3542	unknown
106.194.24.131	3544	unknown
106.194.24.131	3546	unknown
106.194.24.131	3548	unknown
106.194.24.131	3550	unknown
106.194.242.174	38659	unknown
106.194.242.174	38671	unknown
106.194.242.203	18532	unknown
106.194.247.141	52854	unknown
106.194.250.22	44188	unknown
106.194.250.22	44192	unknown
106.194.251.138	23618	unknown
106.194.251.142	11575	unknown
106.194.251.217	9624	unknown
106.194.251.217	9626	unknown
106.194.251.91	59811	unknown
106.194.252.157	14142	unknown
106.194.253.140	40812	unknown
106.194.36.163	53736	unknown
106.194.38.83	32868	unknown
106.194.6.145	52070	unknown
106.194.6.145	52072	unknown
106.194.84.97	17472	unknown
106.195.12.103	57276	unknown
106.195.12.103	60516	unknown
106.195.13.75	49998	unknown
106.195.3.181	47834	unknown
106.195.32.122	49166	unknown
106.195.32.124	44484	unknown
106.195.32.28	39832	unknown
106.195.33.220	50118	unknown
106.195.33.220	58318	unknown
106.195.33.239	34308	unknown
106.195.34.246	58194	unknown
106.195.39.124	38096	unknown
106.195.4.179	49426	unknown
106.195.49.57	57400	unknown
106.195.49.57	57402	unknown
106.195.5.68	53248	unknown
106.195.78.75	37984	unknown
106.195.78.75	46795	unknown
106.195.8.233	62476	unknown
106.196.13.27	38138	unknown
106.196.2.246	50868	unknown
106.196.27.21	39668	unknown
106.196.4.124	35952	unknown
106.196.4.124	45006	unknown
106.196.7.124	37488	unknown
106.196.7.124	53449	unknown
106.198.104.171	54147	unknown
106.198.104.171	54148	unknown
106.198.104.171	54149	unknown
106.198.25.254	11500	unknown
106.198.42.216	8377	unknown
106.198.42.216	8398	unknown
106.200.24.134	14100	unknown
106.200.24.134	20325	unknown
106.200.88.18	31093	unknown
106.200.88.18	31094	unknown
106.201.208.1	56754	unknown
106.201.235.160	49554	unknown
106.204.200.216	12771	unknown
106.205.164.151	47896	unknown
106.205.169.49	59051	unknown
106.205.169.49	59057	unknown
106.205.169.49	59071	unknown
106.205.169.49	9728	unknown
106.205.169.49	9742	unknown
